1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
8,1
15,1
16,1
17,1
18,1
8,1
4,1
19,1
20,1
21,1
22,1
23,1
10,1
24,1
25,1
13,1
26,1
27,1
16,1
28,1
29,1
30,1
31,1
4,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
16,1
41,1
42,1
43,1
44,1
16,1
17,1
21,1
16,1
45,1
46,1
47,1
48,1
49,1
50,1
16,1
34,1
51,1
16,1
52,1
8,1
53,1
54,1
55,1
56,1
57,1
58,1
16,1
59,1
60,1
61,1
21,1
62,1
63,1
64,1
65,1
10,1
21,1
66,1
60,1
65,1
67,1
68,1
69,1
70,1
71,1
72,1
21,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
4,1
81,1
82,1
6,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
21,1
101,1
102,1
12,1
16,1
103,1
104,1
105,1
21,1
95,1
106,1
75,1
107,1
108,1
12,1
109,1
38,1
110,1
111,1
34,1
30,1
8,1
112,1
113,1
7,1
12,1
114,1
115,1
116,1
117,1
118,1
119,1
21,1
120,1
121,1
8,1
22,1
16,1
122,1
6,1
49,1
50,1
21,1
86,1
85,1
111,1
107,1
6,1
123,1
124,1
21,1
125,1
126,1
127,1
126,1
128,1
129,1
2,1
88,1
130,1
8,1
131,1
132,1
116,1
93,1
133,1
8,1
134,1
128,1
135,1
36,1
131,1
136,1
137,1
138,1
139,1
140,1
138,1
21,1
141,1
16,1
142,1
143,1
6,1
128,1
144,1
145,1
146,1
8,1
147,1
148,1
139,1
111,1
107,1
6,1
149,1
150,1
151,1
6,1
152,1
153,1
21,1
154,1
155,1
156,1
157,1
36,1
158,1
159,1
21,1
160,1
161,1
162,1
163,1
21,1
164,1
12,1
16,1
165,1
166,1
167,1
168,1
169,1
21,1
170,1
171,1
21,1
172,1
173,1
174,1
2,1
88,1
175,1
176,1
16,1
177,1
6,1
145,1
146,1
21,1
130,1
8,1
178,1
132,1
47,1
45,1
46,1
179,1
4,1
180,1
16,1
149,1
151,1
145,1
146,1
2,1
181,1
182,1
138,1
139,1
111,1
183,1
184,1
185,1
186,1
187,1
153,1
156,1
2,1
88,1
130,1
8,1
76,1
188,1
161,1
189,1
12,1
16,1
190,1
111,1
191,1
192,1
6,1
16,1
193,1
194,1
195,1
196,1
2,1
88,1
197,1
36,1
131,1
136,1
198,1
148,1
139,1
145,1
146,1
199,1
200,1
2,1
88,1
201,1
111,1
107,1
184,1
202,1
16,1
197,1
203,1
204,1
6,1
205,1
206,1
2,1
88,1
207,1
21,1
208,1
184,1
209,1
205,1
206,1
210,1
211,1
184,1
212,1
100,1
2,1
88,1
213,1
214,1
215,1
6,1
59,1
216,1
21,1
217,1
218,1
219,1
2,1
220,1
145,1
146,1
111,1
34,1
30,1
8,1
112,1
4,1
221,1
6,1
222,1
121,1
111,1
223,1
6,1
16,1
224,1
225,1
184,1
226,1
74,1
8,1
158,1
21,1
159,1
227,1
2,1
88,1
228,1
145,1
146,1
229,1
2,1
88,1
230,1
12,1
231,1
25,1
145,1
146,1
232,1
21,1
233,1
234,1
44,1
74,1
235,1
8,1
158,1
159,1
21,1
160,1
161,1
21,1
162,1
163,1
236,1
237,1
236,1
238,1
74,1
239,1
74,1
21,1
240,1
74,1
241,1
36,1
242,1
47,1
243,1
46,1
244,1
1,1
60,1
93,1
16,1
245,1
21,1
246,1
184,1
247,1
76,1
248,1
249,1
250,1
251,1
62,1
63,1
64,1
65,1
10,1
21,1
66,1
60,1
21,1
252,1
253,1
16,1
254,1
95,1
255,1
12,1
16,1
103,1
256,1
105,1
38,1
110,1
257,1
224,1
250,1
88,1
258,1
259,1
21,1
107,1
7,1
260,1
88,1
261,1
262,1
263,1
264,1
265,1
8,1
22,1
23,1
10,1
24,1
25,1
13,1
26,1
27,1
21,1
266,1
85,1
267,1
10,1
11,1
111,1
34,1
268,1
7,1
8,1
9,1
269,1
21,1
100,1
270,1
111,1
121,1
8,1
271,1
272,1
273,1
6,1
161,1
21,1
274,1
275,1
203,1
2,1
88,1
276,1
111,1
34,1
51,1
16,1
277,1
52,1
8,1
266,1
278,1
279,1
280,1
281,1
250,1
88,1
282,1
184,1
283,1
284,1
184,1
153,1
285,1
21,1
286,1
287,1
21,1
283,1
47,1
46,1
111,1
288,1
6,1
289,1
66,1
285,1
8,1
22,1
290,1
65,1
291,1
134,1
2,1
88,1
292,1
293,1
260,1
16,1
294,1
295,1
296,1
44,1
16,1
297,1
6,1
298,1
97,1
299,1
300,1
2,1
88,1
301,1
21,1
76,1
302,1
303,1
21,1
304,1
305,1
2,1
88,1
306,1
